id,cidade,meio,cod_municipal,veiculos_mapeados,regiao_metropolitana,uf,estado,regiao,pais,POP,RDPC,I_ESCOLARIDADE,IDHM,IDHM_E,IDHM_L,IDHM_R
id5165,BALNEÁRIO PINHAL,Jornal,430163,2,n/d,RS,Rio Grande do Sul,S,Brasil,10824,662.85,0.464,0.696,0.567,0.836,0.71
id5173,CACEQUI,Jornal,430290,2,n/d,RS,Rio Grande do Sul,S,Brasil,13594,550.88,0.487,0.7,0.626,0.807,0.68
id5180,CAMAQUÃ,Jornal,430350,2,n/d,RS,Rio Grande do Sul,S,Brasil,62068,686.36,0.44,0.697,0.578,0.819,0.715
id5196,CARLOS BARBOSA,Jornal,430480,2,n/d,RS,Rio Grande do Sul,S,Brasil,25016,1446.56,0.588,0.796,0.724,0.835,0.835
id5206,DOIS IRMÃOS,Jornal,430640,2,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,27406,921.37,0.571,0.743,0.633,0.848,0.763
id5207,DOM PEDRITO,Jornal,430660,2,n/d,RS,Rio Grande do Sul,S,Brasil,38512,686.15,0.469,0.708,0.585,0.848,0.715
id5209,ELDORADO DO SUL,Jornal,430676,2,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,34100,692,0.581,0.717,0.609,0.844,0.717
id5214,ENCRUZILHADA DO SUL,Jornal,430690,2,n/d,RS,Rio Grande do Sul,S,Brasil,24287,539,0.35,0.657,0.478,0.875,0.677
id5220,ESTEIO,Jornal,430770,2,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,80484,955.86,0.646,0.754,0.662,0.843,0.769
id5222,FARROUPILHA,Jornal,430790,2,n/d,RS,Rio Grande do Sul,S,Brasil,63310,1045.05,0.601,0.777,0.696,0.861,0.783
id5054,FLORES DA CUNHA,Jornal,430820,2,n/d,RS,Rio Grande do Sul,S,Brasil,27005,1062.06,0.519,0.754,0.642,0.849,0.786
id5231,GETÚLIO VARGAS,Jornal,430890,2,n/d,RS,Rio Grande do Sul,S,Brasil,15983,837.17,0.518,0.746,0.658,0.843,0.747
id5241,GUAPORÉ,Jornal,430940,2,n/d,RS,Rio Grande do Sul,S,Brasil,22658,1035.41,0.512,0.765,0.685,0.837,0.781
id5252,JAGUARÃO,Jornal,431100,2,n/d,RS,Rio Grande do Sul,S,Brasil,27734,616.82,0.503,0.707,0.608,0.832,0.698
id5256,JÚLIO DE CASTILHOS,Jornal,431120,2,n/d,RS,Rio Grande do Sul,S,Brasil,19352,765.91,0.477,0.716,0.602,0.833,0.733
id5267,MUÇUM,Jornal,431260,2,n/d,RS,Rio Grande do Sul,S,Brasil,4777,887.43,0.455,0.746,0.654,0.84,0.757
id5269,NÃO-ME-TOQUE,Jornal,431265,2,n/d,RS,Rio Grande do Sul,S,Brasil,15826,1051.05,0.562,0.765,0.673,0.847,0.784
id5276,NOVA PRATA,Jornal,431330,2,n/d,RS,Rio Grande do Sul,S,Brasil,22636,1039.74,0.568,0.766,0.686,0.839,0.782
id5282,PALMARES DO SUL,Jornal,431365,2,n/d,RS,Rio Grande do Sul,S,Brasil,10930,730.31,0.467,0.715,0.592,0.852,0.725
id5295,RIO PARDO,Jornal,431570,2,n/d,RS,Rio Grande do Sul,S,Brasil,37177,633.1,0.47,0.693,0.56,0.846,0.702
id2669,SANTA CRUZ DO SUL,Jornal,431680,2,n/d,RS,Rio Grande do Sul,S,Brasil,117169,1036.87,0.619,0.773,0.693,0.852,0.782
id5302,SANTA ROSA,Jornal,431720,2,n/d,RS,Rio Grande do Sul,S,Brasil,68021,863.61,0.597,0.769,0.693,0.871,0.752
id2677,SANTA VITÓRIA DO PALMAR,Jornal,431730,2,n/d,RS,Rio Grande do Sul,S,Brasil,30837,657.76,0.476,0.712,0.591,0.861,0.709
id2689,SÃO FRANCISCO DE PAULA,Jornal,431820,2,n/d,RS,Rio Grande do Sul,S,Brasil,20170,628.15,0.411,0.685,0.534,0.86,0.701
id5325,SÃO SEBASTIÃO DO CAÍ,Jornal,431950,2,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,21820,772.04,0.53,0.739,0.646,0.852,0.734
id5331,SARANDI,Jornal,432010,2,n/d,RS,Rio Grande do Sul,S,Brasil,21077,1000.86,0.559,0.777,0.705,0.858,0.776
id5336,SOLEDADE,Jornal,432080,2,n/d,RS,Rio Grande do Sul,S,Brasil,29754,737.92,0.509,0.731,0.625,0.861,0.727
id5341,TAQUARA,Jornal,432120,2,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,54139,871.42,0.484,0.727,0.579,0.88,0.754
id5353,TRÊS DE MAIO,Jornal,432180,2,n/d,RS,Rio Grande do Sul,S,Brasil,23498,881.15,0.532,0.759,0.694,0.834,0.756
id5361,VENÂNCIO AIRES,Jornal,432260,2,n/d,RS,Rio Grande do Sul,S,Brasil,65458,779.48,0.464,0.712,0.6,0.818,0.736
id5362,VERA CRUZ,Jornal,432270,2,n/d,RS,Rio Grande do Sul,S,Brasil,23914,790.95,0.472,0.737,0.643,0.842,0.738
id5364,VERANÓPOLIS,Jornal,432280,2,n/d,RS,Rio Grande do Sul,S,Brasil,22683,1141.67,0.556,0.773,0.692,0.838,0.797
id1211,APARECIDA DO TABOADO,Jornal,500100,2,n/d,MS,Mato Grosso do Sul,CO,Brasil,22216,692.79,0.447,0.697,0.588,0.804,0.717
id1213,AQUIDAUANA,Jornal,500110,2,n/d,MS,Mato Grosso do Sul,CO,Brasil,45168,585.62,0.469,0.688,0.562,0.84,0.69
id1215,BATAGUASSU,Jornal,500190,2,n/d,MS,Mato Grosso do Sul,CO,Brasil,19684,614.34,0.467,0.71,0.606,0.847,0.698
id1233,CHAPADÃO DO SUL,Jornal,500295,2,n/d,MS,Mato Grosso do Sul,CO,Brasil,19419,896.92,0.579,0.754,0.665,0.85,0.758
id1239,COSTA RICA,Jornal,500325,2,n/d,MS,Mato Grosso do Sul,CO,Brasil,19530,693.05,0.481,0.706,0.606,0.811,0.717
id1249,LADÁRIO,Jornal,500520,2,n/d,MS,Mato Grosso do Sul,CO,Brasil,19586,575.16,0.574,0.704,0.618,0.822,0.687
id1252,MIRANDA,Jornal,500560,2,n/d,MS,Mato Grosso do Sul,CO,Brasil,25270,424.44,0.39,0.632,0.507,0.782,0.638
id1254,MUNDO NOVO,Jornal,500568,2,n/d,MS,Mato Grosso do Sul,CO,Brasil,16947,652.56,0.433,0.686,0.565,0.808,0.707
id1256,NAVIRAÍ,Jornal,500570,2,n/d,MS,Mato Grosso do Sul,CO,Brasil,45939,683.86,0.473,0.7,0.597,0.803,0.715
id1263,PARANAÍBA,Jornal,500630,2,n/d,MS,Mato Grosso do Sul,CO,Brasil,39864,738.58,0.464,0.721,0.627,0.823,0.727
id5660,PONTA PORÃ,Jornal,500660,2,n/d,MS,Mato Grosso do Sul,CO,Brasil,77416,653.36,0.486,0.701,0.598,0.812,0.708
id1267,RIBAS DO RIO PARDO,Jornal,500710,2,n/d,MS,Mato Grosso do Sul,CO,Brasil,20451,552.58,0.39,0.664,0.519,0.83,0.681
id1269,RIO BRILHANTE,Jornal,500720,2,n/d,MS,Mato Grosso do Sul,CO,Brasil,30201,705.6,0.474,0.715,0.59,0.861,0.72
id1271,RIO VERDE DE MATO GROSSO,Jornal,500740,2,n/d,MS,Mato Grosso do Sul,CO,Brasil,18706,570.74,0.373,0.673,0.521,0.852,0.686
id1337,CHAPADA DOS GUIMARÃES,Jornal,510300,2,n/d,MT,Mato Grosso,CO,Brasil,17704,540.98,0.456,0.688,0.578,0.833,0.677
id1361,JACIARA,Jornal,510480,2,n/d,MT,Mato Grosso,CO,Brasil,25453,742.81,0.511,0.735,0.655,0.833,0.728
id1364,LUCAS DO RIO VERDE,Jornal,510525,2,n/d,MT,Mato Grosso,CO,Brasil,45306,938.65,0.624,0.768,0.71,0.833,0.766
id1367,NOVA OLÍMPIA,Jornal,510623,2,n/d,MT,Mato Grosso,CO,Brasil,17297,639.03,0.419,0.682,0.561,0.804,0.704
id1392,VÁRZEA GRANDE,Jornal,510840,2,n/d,MT,Mato Grosso,CO,Brasil,251845,668.86,0.604,0.734,0.661,0.842,0.711
id594,CERES,Jornal,520540,2,n/d,GO,Goiás,CO,Brasil,20620,865.23,0.585,0.775,0.733,0.842,0.753
id636,GOIATUBA,Jornal,520910,2,n/d,GO,Goiás,CO,Brasil,32149,785.84,0.487,0.725,0.627,0.825,0.737
id640,ITABERAÍ,Jornal,521040,2,n/d,GO,Goiás,CO,Brasil,35260,773.67,0.45,0.719,0.61,0.828,0.735
id642,ITAPACI,Jornal,521090,2,n/d,GO,Goiás,CO,Brasil,18336,705.2,0.461,0.725,0.626,0.844,0.72
id653,MINAÇU,Jornal,521308,2,n/d,GO,Goiás,CO,Brasil,30927,590.7,0.498,0.707,0.637,0.803,0.691
id657,NERÓPOLIS,Jornal,521450,2,n/d,GO,Goiás,CO,Brasil,24095,555.47,0.548,0.721,0.671,0.82,0.681
id660,NOVO GAMA,Jornal,521523,2,RIDE DF,GO,Goiás,CO,Brasil,94781,498.44,0.502,0.684,0.567,0.851,0.664
id677,SANTO ANTÔNIO DO DESCOBERTO,Jornal,521975,2,RIDE DF,GO,Goiás,CO,Brasil,63019,449.39,0.464,0.665,0.556,0.818,0.647
id680,SÃO SIMÃO,Jornal,522040,2,n/d,GO,Goiás,CO,Brasil,16837,883.78,0.47,0.72,0.599,0.825,0.756
id689,URUAÇU,Jornal,522160,2,n/d,GO,Goiás,CO,Brasil,36540,797.52,0.498,0.737,0.628,0.86,0.74
id2324,GUAJARÁ-MIRIM,Jornal,110010,1,n/d,RO,Rondônia,N,Brasil,39928,494.69,0.486,0.657,0.519,0.823,0.663
id2325,JARU,Jornal,110011,1,n/d,RO,Rondônia,N,Brasil,51715,575.14,0.43,0.689,0.577,0.825,0.687
id2332,PRESIDENTE MÉDICI,Jornal,110025,1,n/d,RO,Rondônia,N,Brasil,22262,520.2,0.38,0.664,0.55,0.792,0.671
id2320,CANDEIAS DO JAMARI,Jornal,110080,1,n/d,RO,Rondônia,N,Brasil,19681,463.63,0.433,0.649,0.512,0.819,0.652
id1410,BRAGANÇA,Jornal,150170,1,n/d,PA,Pará,N,Brasil,112709,311.97,0.399,0.6,0.486,0.755,0.589
id1411,CANAÃ DOS CARAJÁS,Jornal,150215,1,n/d,PA,Pará,N,Brasil,26526,517.33,0.501,0.673,0.569,0.801,0.67
id1416,MONTE ALEGRE,Jornal,150480,1,n/d,PA,Pará,N,Brasil,55260,231.65,0.364,0.589,0.495,0.764,0.541
id1421,REDENÇÃO,Jornal,150613,1,n/d,PA,Pará,N,Brasil,73579,529.54,0.457,0.672,0.561,0.804,0.674
id4845,ARAGUAÍNA,Jornal,170210,1,n/d,TO,Tocantins,N,Brasil,149300,737.63,0.639,0.752,0.712,0.821,0.727
id4846,AUGUSTINÓPOLIS,Jornal,170255,1,n/d,TO,Tocantins,N,Brasil,15880,364.32,0.456,0.67,0.619,0.793,0.614
id4850,MIRACEMA DO TOCANTINS,Jornal,171320,1,n/d,TO,Tocantins,N,Brasil,20590,533.46,0.496,0.684,0.579,0.82,0.675
id4862,PARAÍSO DO TOCANTINS,Jornal,171610,1,n/d,TO,Tocantins,N,Brasil,44257,899.57,0.617,0.764,0.706,0.831,0.759
id4863,PORTO NACIONAL,Jornal,171820,1,n/d,TO,Tocantins,N,Brasil,48750,621.1,0.604,0.74,0.701,0.826,0.699
id704,AÇAILÂNDIA,Jornal,210005,1,n/d,MA,Maranhão,NE,Brasil,103752,438.56,0.464,0.672,0.602,0.785,0.643
id705,BACABAL,Jornal,210120,1,n/d,MA,Maranhão,NE,Brasil,99781,375.57,0.454,0.651,0.591,0.753,0.619
id706,BALSAS,Jornal,210140,1,n/d,MA,Maranhão,NE,Brasil,83302,531.6,0.514,0.687,0.597,0.807,0.674
id707,CAROLINA,Jornal,210280,1,n/d,MA,Maranhão,NE,Brasil,23827,334.51,0.401,0.634,0.529,0.802,0.6
id709,JOÃO LISBOA,Jornal,210550,1,n/d,MA,Maranhão,NE,Brasil,20355,303.91,0.435,0.641,0.573,0.785,0.585
id711,PEDREIRAS,Jornal,210820,1,n/d,MA,Maranhão,NE,Brasil,39220,441.42,0.471,0.682,0.621,0.792,0.644
id712,PORTO FRANCO,Jornal,210900,1,n/d,MA,Maranhão,NE,Brasil,21396,497.56,0.477,0.684,0.606,0.796,0.664
id713,RAPOSA,Jornal,210945,1,n/d,MA,Maranhão,NE,Brasil,26308,274,0.457,0.626,0.587,0.735,0.568
id714,SANTA INÊS,Jornal,210990,1,n/d,MA,Maranhão,NE,Brasil,77056,411.04,0.488,0.674,0.615,0.788,0.633
id1512,PICOS,Jornal,220800,1,n/d,PI,Piauí,NE,Brasil,72941,563.88,0.499,0.698,0.621,0.8,0.684
id1516,VALENÇA DO PIAUÍ,Jornal,221130,1,n/d,PI,Piauí,NE,Brasil,20289,380.19,0.417,0.647,0.566,0.773,0.62
id199,ACOPIARA,Jornal,230030,1,n/d,CE,Ceará,NE,Brasil,51083,266.65,0.302,0.595,0.517,0.724,0.563
id200,CHOROZINHO,Jornal,230395,1,RM Fortaleza,CE,Ceará,NE,Brasil,18841,277.4,0.343,0.604,0.522,0.742,0.57
id201,CRATEÚS,Jornal,230410,1,n/d,CE,Ceará,NE,Brasil,72499,373.18,0.388,0.644,0.55,0.787,0.618
id211,IGUATU,Jornal,230550,1,n/d,CE,Ceará,NE,Brasil,96263,434.67,0.45,0.677,0.599,0.808,0.642
id212,IRAUÇUBA,Jornal,230610,1,n/d,CE,Ceará,NE,Brasil,22250,211.75,0.41,0.605,0.557,0.755,0.526
id213,ITAPIPOCA,Jornal,230640,1,n/d,CE,Ceará,NE,Brasil,115450,264.08,0.456,0.64,0.613,0.761,0.562
id217,MOMBAÇA,Jornal,230850,1,n/d,CE,Ceará,NE,Brasil,42562,243.85,0.288,0.582,0.489,0.735,0.549
id220,PARACURU,Jornal,231020,1,RM Fortaleza,CE,Ceará,NE,Brasil,31405,328.2,0.43,0.637,0.581,0.746,0.597
id4967,PIQUET CARNEIRO,Jornal,231090,1,n/d,CE,Ceará,NE,Brasil,15429,217.02,0.306,0.6,0.523,0.779,0.53
id221,QUIXADÁ,Jornal,231130,1,n/d,CE,Ceará,NE,Brasil,80117,317.66,0.463,0.659,0.624,0.775,0.592
id222,SANTA QUITÉRIA,Jornal,231220,1,n/d,CE,Ceará,NE,Brasil,42659,238.84,0.364,0.616,0.553,0.775,0.546
id223,SOBRAL,Jornal,231290,1,n/d,CE,Ceará,NE,Brasil,186474,448.89,0.543,0.714,0.675,0.832,0.647
id2263,AÇU,Jornal,240020,1,n/d,RN,Rio Grande do Norte,NE,Brasil,53079,432.38,0.427,0.661,0.568,0.795,0.641
id1450,CAJAZEIRAS,Jornal,250370,1,n/d,PB,Paraíba,NE,Brasil,58122,511.56,0.442,0.679,0.574,0.815,0.668
id1451,CAMPINA GRANDE,Jornal,250400,1,n/d,PB,Paraíba,NE,Brasil,382571,630.03,0.574,0.72,0.654,0.812,0.702
id1458,PRINCESA ISABEL,Jornal,251230,1,n/d,PB,Paraíba,NE,Brasil,21201,334.74,0.333,0.606,0.514,0.72,0.6
id1475,ARCOVERDE,Jornal,260120,1,n/d,PE,Pernambuco,NE,Brasil,68019,469.53,0.475,0.667,0.567,0.799,0.654
id4996,BELO JARDIM,Jornal,260170,1,n/d,PE,Pernambuco,NE,Brasil,72258,372.93,0.37,0.629,0.514,0.783,0.617
id1481,PETROLINA,Jornal,261110,1,n/d,PE,Pernambuco,NE,Brasil,291908,605.06,0.536,0.697,0.611,0.799,0.695
id1489,SALGUEIRO,Jornal,261220,1,n/d,PE,Pernambuco,NE,Brasil,55966,441.79,0.454,0.669,0.58,0.799,0.645
id1490,SERRA TALHADA,Jornal,261390,1,n/d,PE,Pernambuco,NE,Brasil,79008,407.34,0.435,0.661,0.571,0.8,0.632
id1491,VITÓRIA DE SANTO ANTÃO,Jornal,261640,1,n/d,PE,Pernambuco,NE,Brasil,129301,401.16,0.401,0.64,0.543,0.768,0.629
id23,ARAPIRACA,Jornal,270030,1,n/d,AL,Alagoas,NE,Brasil,212874,423.28,0.42,0.649,0.549,0.78,0.638
id31,PALMEIRA DOS ÍNDIOS,Jornal,270630,1,n/d,AL,Alagoas,NE,Brasil,70002,391.37,0.379,0.638,0.523,0.794,0.625
id113,ARACI,Jornal,290210,1,n/d,BA,Bahia,NE,Brasil,51507,221.98,0.25,0.534,0.381,0.747,0.534
id114,BAIXA GRANDE,Jornal,290260,1,n/d,BA,Bahia,NE,Brasil,19995,243.98,0.28,0.585,0.471,0.775,0.549
id118,BRUMADO,Jornal,290460,1,n/d,BA,Bahia,NE,Brasil,64383,403.22,0.447,0.656,0.554,0.807,0.63
id119,CAMACAN,Jornal,290560,1,n/d,BA,Bahia,NE,Brasil,31369,351.84,0.328,0.581,0.419,0.768,0.608
id120,CAMAÇARI,Jornal,290570,1,RM Salvador,BA,Bahia,NE,Brasil,242015,553.18,0.578,0.694,0.616,0.798,0.681
id121,CANAVIEIRAS,Jornal,290630,1,n/d,BA,Bahia,NE,Brasil,32156,325.61,0.326,0.59,0.434,0.796,0.596
id124,CONDEÚBA,Jornal,290870,1,n/d,BA,Bahia,NE,Brasil,16888,260.07,0.263,0.582,0.447,0.789,0.559
id125,CRUZ DAS ALMAS,Jornal,290980,1,n/d,BA,Bahia,NE,Brasil,58318,481.8,0.582,0.699,0.65,0.796,0.659
id126,EUNÁPOLIS,Jornal,291072,1,n/d,BA,Bahia,NE,Brasil,99686,575.44,0.499,0.677,0.572,0.791,0.687
id138,ITABERABA,Jornal,291470,1,n/d,BA,Bahia,NE,Brasil,61400,422.79,0.405,0.62,0.485,0.769,0.638
id141,ITANHÉM,Jornal,291600,1,n/d,BA,Bahia,NE,Brasil,20197,388.04,0.363,0.637,0.525,0.79,0.624
id142,JACOBINA,Jornal,291750,1,n/d,BA,Bahia,NE,Brasil,78990,417.88,0.444,0.649,0.558,0.772,0.636
id149,LAURO DE FREITAS,Jornal,291920,1,RM Salvador,BA,Bahia,NE,Brasil,161401,1031.78,0.667,0.754,0.663,0.827,0.781
id154,MORRO DO CHAPÉU,Jornal,292170,1,n/d,BA,Bahia,NE,Brasil,35091,250.88,0.315,0.588,0.478,0.766,0.554
id155,MUCURI,Jornal,292200,1,n/d,BA,Bahia,NE,Brasil,35739,546.41,0.468,0.665,0.541,0.801,0.679
id156,PAULO AFONSO,Jornal,292400,1,n/d,BA,Bahia,NE,Brasil,107558,544.73,0.486,0.674,0.572,0.789,0.678
id160,RIACHÃO DO JACUÍPE,Jornal,292630,1,n/d,BA,Bahia,NE,Brasil,33115,311.47,0.392,0.628,0.559,0.755,0.588
id169,SANTO ANTÔNIO DE JESUS,Jornal,292870,1,n/d,BA,Bahia,NE,Brasil,90326,540.38,0.527,0.7,0.622,0.815,0.677
id170,TAPIRAMUTÁ,Jornal,293130,1,n/d,BA,Bahia,NE,Brasil,16375,312.39,0.302,0.594,0.473,0.752,0.589
id175,UBAITABA,Jornal,293220,1,n/d,BA,Bahia,NE,Brasil,20465,349.68,0.36,0.611,0.49,0.767,0.607
id176,UBATÃ,Jornal,293230,1,n/d,BA,Bahia,NE,Brasil,24850,306.52,0.357,0.593,0.452,0.788,0.586
id177,VALENÇA,Jornal,293290,1,n/d,BA,Bahia,NE,Brasil,88140,376.23,0.423,0.623,0.502,0.778,0.619
id5132,ABRE CAMPO,Jornal,310030,1,n/d,MG,Minas Gerais,SE,Brasil,13114,444.32,0.317,0.654,0.525,0.823,0.646
id812,ALFENAS,Jornal,310160,1,n/d,MG,Minas Gerais,SE,Brasil,73347,783.41,0.568,0.761,0.712,0.841,0.737
id878,CAMPANHA,Jornal,311090,1,n/d,MG,Minas Gerais,SE,Brasil,15304,686.16,0.44,0.709,0.587,0.849,0.715
id903,CONGONHAS,Jornal,311800,1,n/d,MG,Minas Gerais,SE,Brasil,48442,760.35,0.571,0.753,0.665,0.877,0.732
id917,COROMANDEL,Jornal,311930,1,n/d,MG,Minas Gerais,SE,Brasil,27290,753.35,0.411,0.708,0.565,0.86,0.73
id918,CURVELO,Jornal,312090,1,n/d,MG,Minas Gerais,SE,Brasil,73637,581.65,0.48,0.713,0.617,0.851,0.689
id928,ESPERA FELIZ,Jornal,312420,1,n/d,MG,Minas Gerais,SE,Brasil,22714,496.04,0.347,0.663,0.52,0.846,0.663
id984,JACUTINGA,Jornal,313490,1,n/d,MG,Minas Gerais,SE,Brasil,22610,717.25,0.465,0.715,0.586,0.864,0.722
id993,JUATUBA,Jornal,313665,1,RM Belo Horizonte,MG,Minas Gerais,SE,Brasil,21994,517.18,0.515,0.717,0.649,0.849,0.67
id1002,LAGOA SANTA,Jornal,313760,1,RM Belo Horizonte,MG,Minas Gerais,SE,Brasil,52326,1089.96,0.625,0.777,0.693,0.857,0.79
id1007,LIMA DUARTE,Jornal,313860,1,n/d,MG,Minas Gerais,SE,Brasil,15936,645.22,0.4,0.71,0.59,0.861,0.705
id1011,MACHADO,Jornal,313900,1,n/d,MG,Minas Gerais,SE,Brasil,38494,701.58,0.449,0.715,0.6,0.848,0.719
id1019,MATEUS LEME,Jornal,314070,1,RM Belo Horizonte,MG,Minas Gerais,SE,Brasil,27814,579.23,0.479,0.704,0.604,0.839,0.688
id1020,MATOZINHOS,Jornal,314110,1,RM Belo Horizonte,MG,Minas Gerais,SE,Brasil,33851,584.15,0.545,0.731,0.654,0.864,0.69
id1021,MONTE CARMELO,Jornal,314310,1,n/d,MG,Minas Gerais,SE,Brasil,45533,689.45,0.443,0.728,0.62,0.868,0.716
id1031,MUZAMBINHO,Jornal,314410,1,n/d,MG,Minas Gerais,SE,Brasil,20324,719.94,0.51,0.74,0.652,0.859,0.723
id1032,NANUQUE,Jornal,314430,1,n/d,MG,Minas Gerais,SE,Brasil,40582,505.55,0.483,0.701,0.609,0.85,0.666
id1040,OLIVEIRA,Jornal,314560,1,n/d,MG,Minas Gerais,SE,Brasil,39286,588.2,0.437,0.699,0.587,0.842,0.691
id1055,PASSOS,Jornal,314790,1,n/d,MG,Minas Gerais,SE,Brasil,105700,802.97,0.525,0.756,0.658,0.886,0.741
id1056,PATOS DE MINAS,Jornal,314800,1,n/d,MG,Minas Gerais,SE,Brasil,138003,843.57,0.576,0.765,0.698,0.855,0.749
id1062,PIRANGA,Jornal,315080,1,n/d,MG,Minas Gerais,SE,Brasil,17161,305.73,0.266,0.6,0.461,0.799,0.585
id1063,PIRAPORA,Jornal,315120,1,n/d,MG,Minas Gerais,SE,Brasil,52808,596.44,0.591,0.731,0.68,0.828,0.693
id1064,PITANGUI,Jornal,315140,1,n/d,MG,Minas Gerais,SE,Brasil,25148,669,0.498,0.725,0.617,0.87,0.711
id1065,PIUMHI,Jornal,315150,1,n/d,MG,Minas Gerais,SE,Brasil,31456,747.2,0.443,0.737,0.625,0.878,0.729
id1074,PONTE NOVA,Jornal,315210,1,n/d,MG,Minas Gerais,SE,Brasil,56530,679.67,0.497,0.717,0.608,0.848,0.714
id1081,RAPOSOS,Jornal,315390,1,RM Belo Horizonte,MG,Minas Gerais,SE,Brasil,15342,646.62,0.556,0.73,0.661,0.832,0.706
id1082,RESPLENDOR,Jornal,315430,1,n/d,MG,Minas Gerais,SE,Brasil,16881,504.18,0.377,0.67,0.543,0.833,0.666
id1085,RIO POMBA,Jornal,315580,1,n/d,MG,Minas Gerais,SE,Brasil,16978,601.31,0.466,0.714,0.609,0.863,0.694
id1133,TUPACIGUARA,Jornal,316960,1,n/d,MG,Minas Gerais,SE,Brasil,23953,665.76,0.453,0.719,0.605,0.863,0.711
id1134,TURMALINA,Jornal,316970,1,n/d,MG,Minas Gerais,SE,Brasil,17975,446.26,0.394,0.682,0.602,0.816,0.646
id1155,VAZANTE,Jornal,317100,1,n/d,MG,Minas Gerais,SE,Brasil,19596,650.88,0.526,0.742,0.666,0.866,0.707
id1160,VISCONDE DO RIO BRANCO,Jornal,317200,1,n/d,MG,Minas Gerais,SE,Brasil,37864,658.96,0.44,0.709,0.591,0.85,0.709
id435,AFONSO CLÁUDIO,Jornal,320010,1,n/d,ES,Espírito Santo,SE,Brasil,30918,489.59,0.366,0.667,0.544,0.825,0.661
id439,ARACRUZ,Jornal,320060,1,n/d,ES,Espírito Santo,SE,Brasil,81525,695.25,0.583,0.752,0.707,0.838,0.717
id440,BAIXO GUANDU,Jornal,320080,1,n/d,ES,Espírito Santo,SE,Brasil,28854,516.34,0.463,0.702,0.637,0.811,0.67
id450,CONCEIÇÃO DA BARRA,Jornal,320160,1,n/d,ES,Espírito Santo,SE,Brasil,28407,450.71,0.447,0.681,0.603,0.81,0.648
id451,DOMINGOS MARTINS,Jornal,320190,1,n/d,ES,Espírito Santo,SE,Brasil,31784,551.74,0.327,0.669,0.528,0.833,0.68
id452,ECOPORANGA,Jornal,320210,1,n/d,ES,Espírito Santo,SE,Brasil,22587,406.49,0.368,0.662,0.562,0.819,0.631
id453,GUAÇUÍ,Jornal,320230,1,n/d,ES,Espírito Santo,SE,Brasil,27592,587.91,0.472,0.703,0.595,0.846,0.691
id459,IÚNA,Jornal,320300,1,n/d,ES,Espírito Santo,SE,Brasil,27207,501.21,0.381,0.666,0.537,0.829,0.665
id463,MARATAÍZES,Jornal,320332,1,n/d,ES,Espírito Santo,SE,Brasil,34003,538.07,0.469,0.696,0.588,0.847,0.676
id474,PANCAS,Jornal,320400,1,n/d,ES,Espírito Santo,SE,Brasil,21509,451.21,0.391,0.667,0.562,0.815,0.648
id480,SANTA MARIA DE JETIBÁ,Jornal,320455,1,n/d,ES,Espírito Santo,SE,Brasil,34121,603.33,0.321,0.671,0.521,0.834,0.695
id488,SOORETAMA,Jornal,320501,1,n/d,ES,Espírito Santo,SE,Brasil,23738,457.49,0.399,0.662,0.556,0.802,0.65
id489,VARGEM ALTA,Jornal,320503,1,n/d,ES,Espírito Santo,SE,Brasil,19024,480.01,0.358,0.663,0.544,0.814,0.658
id490,VENDA NOVA DO IMIGRANTE,Jornal,320506,1,n/d,ES,Espírito Santo,SE,Brasil,20425,754.66,0.483,0.728,0.624,0.845,0.731
id491,VIANA,Jornal,320510,1,n/d,ES,Espírito Santo,SE,Brasil,62393,523.61,0.467,0.686,0.589,0.816,0.672
id5638,VILA VALÉRIO,Jornal,320517,1,n/d,ES,Espírito Santo,SE,Brasil,13795,569.82,0.345,0.675,0.549,0.816,0.686
id2019,BELFORD ROXO,Jornal,330045,1,RM Rio de Janeiro,RJ,Rio de Janeiro,SE,Brasil,468774,491.51,0.549,0.684,0.598,0.808,0.662
id2020,BOM JARDIM,Jornal,330050,1,n/d,RJ,Rio de Janeiro,SE,Brasil,25181,649.62,0.365,0.66,0.503,0.809,0.707
id2021,BOM JESUS DO ITABAPOANA,Jornal,330060,1,n/d,RJ,Rio de Janeiro,SE,Brasil,35162,717.69,0.538,0.732,0.662,0.819,0.723
id2033,CANTAGALO,Jornal,330110,1,n/d,RJ,Rio de Janeiro,SE,Brasil,19777,641.61,0.498,0.709,0.614,0.822,0.705
id2040,CONCEIÇÃO DE MACABU,Jornal,330140,1,n/d,RJ,Rio de Janeiro,SE,Brasil,20978,614.57,0.538,0.712,0.642,0.806,0.698
id2063,ITAOCARA,Jornal,330210,1,n/d,RJ,Rio de Janeiro,SE,Brasil,22811,607.18,0.472,0.713,0.635,0.82,0.696
id2077,MANGARATIBA,Jornal,330260,1,n/d,RJ,Rio de Janeiro,SE,Brasil,36300,832.15,0.63,0.753,0.676,0.845,0.746
id2092,NILÓPOLIS,Jornal,330320,1,RM Rio de Janeiro,RJ,Rio de Janeiro,SE,Brasil,157151,755.26,0.715,0.753,0.716,0.817,0.731
